sort	trier	sortieren	fajta
source	source	quelle	forrás
space	espace	raum	tér
spaces	espaces	räume	hely
span	portée	spanne	tartósság
special	spécial	besonders	különleges
specialize	spécialiser	spezialisiert	specializál
specials	spéciaux	specials	különlegesség
specific	spécifique	spezifisch	különleges
splice	épissure	spleißen	összeszerel
splicing	épissage	spleißen	illesztés
split	diviser	teilt	hasított
splitf	splitf	splitf	splitf
sqr	sqr	sqr	sqr
sqrt	sqrt	sqrt	sqrt
square	carré	quadrat	négyzet
srcloc	srcloc	srcloc	srcloc
srclocs	srclocs	srclocs	srclocs
stack	empiler	stapel	halom
stash	planque	versteck	biztos-helyre-eltesz
stat	stat	stat	stat
stats	statistiques	statistiken	statisztika
status	statut	status	állapot
stencil	pochoir	schablone	stencil
step	étape	schritt	lépés
sticky	collant	klebrig	ragadós
stop	arrêt	stoppen	stop
stratified	stratifié	geschichtet	rétegelt
stream	flux	strom	folyam
strict	strict	strikt	szigorú
string	chaîne	saite	húr
strong	fort	stark	erős
stronger	plus-fort	stärker	erősebb
struct	structure	struktur	struktúra
stylable	stylable	stilbar	stilezhető
style	style	stil	stílus
sub	sous	sub	alatti
subbytes	subbytes	subbytes	subbytes
subclass	sous-classe	unterklasse	alosztály
subcontracts	sous-traitants	unteraufträge	alvállalkozói-szerződések
subexpression	sous-expression	unterexpression	alexpresszió
submod	sous-compteur	submod	szubmod
submodule	sous-module	submodul	almodula
submodules	sous-modules	submodules	almodulok
subpath	sous-chemin	unterweg	alvonal
subprocess	sous-processus	subprozess	feldolgozás
subset	sous-ensemble	teilmenge	részhalmaz
substring	sous-chaîne	substring	aljzat
subtract	soustraire	subtrahieren	kivon
suffix	suffixe	suffix	suffix
suggest	suggérer	vorschlagen	javaslat
sum	somme	summe	összeg
super	super	super	szuper
superior	supérieur	vorgesetzter	felsőbbrendű
suspend	suspendre	aussetzen	felfüggeszt
swap	échanger	tauschen	csere
swapped	échangé	getauscht	cserélt
symbol	symbole	symbol	szimbólum
symbolic	symbolique	symbolisch	szimbolikus
symbols	symboles	symbole	szimbólumok
symmetric	symétrique	symmetrisch	szimmetrikus
sync	synchronisation	synchronisation	szinkronizál
syntax	syntaxe	syntax	szintaxis
syntaxes	syntaxes	syntaxe	szintaxisok
system	système	system	rendszer
table	tableau	tisch	táblázat
tag	étiqueter	etikett	címke
tail	queue	schwanz	farok
taint	entacher	verderben	megfertőz
tainted	entaché	verdorben	szennyezett
take	prendre	nehmen	vesz
takef	takef	takef	vétel
tan	tanné	bräunen	cserszínű
tanh	tanh	tanh	tanh
target	cible	ziel	cél
tcp	tcp	tcp	tcp
template	modèle	vorlage	sablon
temporaries	temporaires	zeiträume	ideiglenes
temporary	temporaire	vorübergehend	ideiglenes
tentative	provisoire	vorläufig	kísérleti
tenth	dixième	zehntel	tizedik
terminal	terminal	terminal	terminál
terminate	mettre-fin	beenden	befejez
test	test	prüfen	teszt
th	ème	th	th
the	le	die	a
third	troisième	dritte	harmadik
thirteenth	treizième	dreizehnte	tizenharmadik
this	ce	das	ez
thread	fil	faden	szál
thunk	faire-vibrer	thunk	dobog
time	temps	zeit	idő
timeout	temps-mort	time-out	időkorlát
title	titre	titel	cím
titlecase	titlecase	titlecase	titokzatos
to	à	zu	-hoz
top	haut	spitze	felső
touch	touche	berühren	érintés
track	piste	schiene	pálya
transfer	transfert	überweisen	átruházás
transformer	transformateur	transformator	transzformátor
transforming	transformant	verwandeln	átalakító
transplant	transplanter	transplantation	átültetés
treelist	treillis	dreier	treelista
trim	garniture	trimmen	vágás
true	vrai	wahr	igaz
truncate	tronquer	kürzen	csonkít
try	essayer	versuchen	megpróbál
ttl	ttl	ttl	ttl
twelfth	douzième	zwölfte	tizenkettedik
type	taper	typ	beír
types	types	typen	típus
udp	udp	udp	udp
unbound	non-lié	ungebunden	nem-kötött
unbox	se-débrouiller	unbox	kidobás
uncaught	non-cinglé	ungekunden	nemesett
unconstrained	non-contraint	nicht-eingeschränkt	nem-korlátozott
undefine	indéfinir	undefin	meghatároz
undefined	indéfini	undefiniert	meghatározatlan
uninterned	sans-interruption	deinnen	nem-térbeli
union	union	union	unió
unit	unité	einheit	egység
unknown	inconnu	unbekannt	ismeretlen
unless	sauf-si	es-sei-denn	hacsak-nem
unlock	ouvrir	entsperren	kinyit
unprotect	non-protégée	ungeschützt	védett
unquote	fin-de-citation	nicht-quote	idézőjelet-bezár
unquoted	sans-vous	nicht-zeigten	nem-idézett
unreachable	inaccessible	unerreichbar	elérhetetlen
unreadable	illisible	unleserlich	olvashatatlan
unroll	dérouler	abrollen	legöngyöl
unsafe	dangereux	unsicher	veszélyes
unseal	desceller	entsiegeln	felbont
unspecified	indéterminé	nicht-spezifiziert	meghatározatlan
unsupplied	non-supplié	nicht-unterstützt	nem-támogatott
unsupported	non-pris-en-charge	nicht-unterstützt	nem-támogatott
unsyntax	unyntax	unsyntax	sysyntax
up	en-haut	hoch	fel
upcase	casse-tête	oben	felgyorsít
update	mise-à-jour	aktualisieren	frissít
upper	supérieur	obere	felső
use	utiliser	verwenden	használat
user	utilisateur	benutzer	felhasználó
utf	utf	utf	utf
v	v	v	v
val	val	val	vall
value	valeur	wert	érték
values	valeurs	werte	értékek
variable	variable	variable	változó
variables	variables	variablen	változók
vector	vecteur	vektor	vektor
vectorof	vectorof	vectorof	vektoros
version	version	version	változat
void	vide	leere	üres
wait	attendez	warten	várjon
waiting	en-attendant	warten	várakozás
warning	avertissement	warnung	figyelmeztetés
weak	faible	schwach	gyenge
week	semaine	woche	hét
when	quand	wann	amikor
where	où	wo	ahol
whitespace	espace-blanc	whitespace	szóköz
width	largeur	breite	szélesség
will	volonté	wille	akarat
wind	vent	wind	szél
with	avec	mit	-vel
without	sans	ohne	nélkül
would	serait	würde	lenne
wrap	envelopper	wickeln	betakar
wrapper	emballage	verpackung	csomagolás
writable	scrutin	beschreibbar	írható
write	écrire	schreiben	írás
writeln	écrivain	schreiben	írás
writes	écrit	schreibt	ír
wrt	wrt	wrt	wrt
xor	xor	xor	xor
year	année	jahr	év
yield	rendement	ertrag	hozam
zero	zéro	null	nulla
zone	zone	zone	zóna
